filename,fec_type,fec_params
fec_00889.npy,concatenated,default
fec_00890.npy,concatenated,default
fec_00891.npy,concatenated,default
fec_00892.npy,concatenated,default
fec_00893.npy,concatenated,default
fec_00894.npy,concatenated,default
fec_00895.npy,concatenated,default
fec_00896.npy,concatenated,default
fec_00897.npy,concatenated,default
fec_00898.npy,concatenated,default
fec_00899.npy,concatenated,default
fec_00900.npy,concatenated,default
fec_00901.npy,concatenated,default
fec_00902.npy,concatenated,default
fec_00903.npy,concatenated,default
fec_00904.npy,concatenated,default
fec_00905.npy,concatenated,default
fec_00906.npy,concatenated,default
fec_00907.npy,concatenated,default
fec_00908.npy,concatenated,default
fec_00909.npy,concatenated,default
fec_00910.npy,concatenated,default
fec_00911.npy,concatenated,default
fec_00912.npy,concatenated,default
fec_00913.npy,concatenated,default
fec_00914.npy,concatenated,default
fec_00915.npy,concatenated,default
fec_00916.npy,concatenated,default
fec_00917.npy,concatenated,default
fec_00918.npy,concatenated,default
fec_00919.npy,concatenated,default
fec_00920.npy,concatenated,default
fec_00921.npy,concatenated,default
fec_00922.npy,concatenated,default
fec_00923.npy,concatenated,default
fec_00924.npy,concatenated,default
fec_00925.npy,concatenated,default
fec_00926.npy,concatenated,default
fec_00927.npy,concatenated,default
fec_00928.npy,concatenated,default
fec_00929.npy,concatenated,default
fec_00930.npy,concatenated,default
fec_00931.npy,concatenated,default
fec_00932.npy,concatenated,default
fec_00933.npy,concatenated,default
fec_00934.npy,concatenated,default
fec_00935.npy,concatenated,default
fec_00936.npy,concatenated,default
fec_00937.npy,concatenated,default
fec_00938.npy,concatenated,default
fec_00939.npy,concatenated,default
fec_00940.npy,concatenated,default
fec_00941.npy,concatenated,default
fec_00942.npy,concatenated,default
fec_00943.npy,concatenated,default
fec_00944.npy,concatenated,default
fec_00945.npy,concatenated,default
fec_00946.npy,concatenated,default
fec_00947.npy,concatenated,default
fec_00948.npy,concatenated,default
fec_00949.npy,concatenated,default
fec_00950.npy,concatenated,default
fec_00951.npy,concatenated,default
fec_00952.npy,concatenated,default
fec_00953.npy,concatenated,default
fec_00954.npy,concatenated,default
fec_00955.npy,concatenated,default
fec_00956.npy,concatenated,default
fec_00957.npy,concatenated,default
fec_00958.npy,concatenated,default
fec_00959.npy,concatenated,default
fec_00960.npy,concatenated,default
fec_00961.npy,concatenated,default
fec_00962.npy,concatenated,default
fec_00963.npy,concatenated,default
fec_00964.npy,concatenated,default
fec_00965.npy,concatenated,default
fec_00966.npy,concatenated,default
fec_00967.npy,concatenated,default
fec_00968.npy,concatenated,default
fec_00969.npy,concatenated,default
fec_00970.npy,concatenated,default
fec_00971.npy,concatenated,default
fec_00972.npy,concatenated,default
fec_00973.npy,concatenated,default
fec_00974.npy,concatenated,default
fec_00975.npy,concatenated,default
fec_00976.npy,concatenated,default
fec_00977.npy,concatenated,default
fec_00978.npy,concatenated,default
fec_00979.npy,concatenated,default
fec_00980.npy,concatenated,default
fec_00981.npy,concatenated,default
fec_00982.npy,concatenated,default
fec_00983.npy,concatenated,default
fec_00984.npy,concatenated,default
fec_00985.npy,concatenated,default
fec_00986.npy,concatenated,default
fec_00987.npy,concatenated,default
fec_00988.npy,concatenated,default
fec_00989.npy,concatenated,default
fec_00990.npy,concatenated,default
fec_00991.npy,concatenated,default
fec_00992.npy,concatenated,default
fec_00993.npy,concatenated,default
fec_00994.npy,concatenated,default
fec_00995.npy,concatenated,default
fec_00996.npy,concatenated,default
fec_00997.npy,concatenated,default
fec_00998.npy,concatenated,default
fec_00999.npy,concatenated,default
fec_01000.npy,ldpc,default
fec_01001.npy,ldpc,default
fec_01002.npy,ldpc,default
fec_01003.npy,ldpc,default
fec_01004.npy,ldpc,default
fec_01005.npy,ldpc,default
fec_01006.npy,ldpc,default
fec_01007.npy,ldpc,default
fec_01008.npy,ldpc,default
fec_01009.npy,ldpc,default
fec_01010.npy,ldpc,default
fec_01011.npy,ldpc,default
fec_01012.npy,ldpc,default
fec_01013.npy,ldpc,default
fec_01014.npy,ldpc,default
fec_01015.npy,ldpc,default
fec_01016.npy,ldpc,default
fec_01017.npy,ldpc,default
fec_01018.npy,ldpc,default
fec_01019.npy,ldpc,default
fec_01020.npy,ldpc,default
fec_01021.npy,ldpc,default
fec_01022.npy,ldpc,default
fec_01023.npy,ldpc,default
fec_01024.npy,ldpc,default
fec_01025.npy,ldpc,default
fec_01026.npy,ldpc,default
fec_01027.npy,ldpc,default
fec_01028.npy,ldpc,default
fec_01029.npy,ldpc,default
fec_01030.npy,ldpc,default
fec_01031.npy,ldpc,default
fec_01032.npy,ldpc,default
fec_01033.npy,ldpc,default
fec_01034.npy,ldpc,default
fec_01035.npy,ldpc,default
fec_01036.npy,ldpc,default
fec_01037.npy,ldpc,default
fec_01038.npy,ldpc,default
fec_01039.npy,ldpc,default
fec_01040.npy,ldpc,default
fec_01041.npy,ldpc,default
fec_01042.npy,ldpc,default
fec_01043.npy,ldpc,default
fec_01044.npy,ldpc,default
fec_01045.npy,ldpc,default
fec_01046.npy,ldpc,default
fec_01047.npy,ldpc,default
fec_01048.npy,ldpc,default
fec_01049.npy,ldpc,default
fec_01050.npy,ldpc,default
fec_01051.npy,ldpc,default
fec_01052.npy,ldpc,default
fec_01053.npy,ldpc,default
fec_01054.npy,ldpc,default
fec_01055.npy,ldpc,default
fec_01056.npy,ldpc,default
fec_01057.npy,ldpc,default
fec_01058.npy,ldpc,default
fec_01059.npy,ldpc,default
fec_01060.npy,ldpc,default
fec_01061.npy,ldpc,default
fec_01062.npy,ldpc,default
fec_01063.npy,ldpc,default
fec_01064.npy,ldpc,default
fec_01065.npy,ldpc,default
fec_01066.npy,ldpc,default
fec_01067.npy,ldpc,default
fec_01068.npy,ldpc,default
fec_01069.npy,ldpc,default
fec_01070.npy,ldpc,default
fec_01071.npy,ldpc,default
fec_01072.npy,ldpc,default
fec_01073.npy,ldpc,default
fec_01074.npy,ldpc,default
fec_01075.npy,ldpc,default
fec_01076.npy,ldpc,default
fec_01077.npy,ldpc,default
fec_01078.npy,ldpc,default
fec_01079.npy,ldpc,default
fec_01080.npy,ldpc,default
fec_01081.npy,ldpc,default
fec_01082.npy,ldpc,default
fec_01083.npy,ldpc,default
fec_01084.npy,ldpc,default
fec_01085.npy,ldpc,default
fec_01086.npy,ldpc,default
fec_01087.npy,ldpc,default
fec_01088.npy,ldpc,default
fec_01089.npy,ldpc,default
fec_01090.npy,ldpc,default
fec_01091.npy,ldpc,default
fec_01092.npy,ldpc,default
fec_01093.npy,ldpc,default
fec_01094.npy,ldpc,default
fec_01095.npy,ldpc,default
fec_01096.npy,ldpc,default
fec_01097.npy,ldpc,default
fec_01098.npy,ldpc,default
fec_01099.npy,ldpc,default
fec_01100.npy,ldpc,default
fec_01101.npy,ldpc,default
fec_01102.npy,ldpc,default
fec_01103.npy,ldpc,default
fec_01104.npy,ldpc,default
fec_01105.npy,ldpc,default
fec_01106.npy,ldpc,default
fec_01107.npy,ldpc,default
fec_01108.npy,ldpc,default
fec_01109.npy,ldpc,default
fec_01110.npy,ldpc,default
fec_01111.npy,ldpc,default
fec_01112.npy,ldpc,default
fec_01113.npy,ldpc,default
fec_01114.npy,ldpc,default
fec_01115.npy,ldpc,default
fec_01116.npy,ldpc,default
fec_01117.npy,ldpc,default
fec_01118.npy,ldpc,default
fec_01119.npy,ldpc,default
fec_01120.npy,ldpc,default
fec_01121.npy,ldpc,default
fec_01122.npy,ldpc,default
fec_01123.npy,ldpc,default
fec_01124.npy,ldpc,default
fec_01125.npy,ldpc,default
fec_01126.npy,ldpc,default
fec_01127.npy,ldpc,default
fec_01128.npy,ldpc,default
fec_01129.npy,ldpc,default
fec_01130.npy,ldpc,default
fec_01131.npy,ldpc,default
fec_01132.npy,ldpc,default
fec_01133.npy,ldpc,default
fec_01134.npy,ldpc,default
fec_01135.npy,ldpc,default
fec_01136.npy,ldpc,default
fec_01137.npy,ldpc,default
fec_01138.npy,ldpc,default
fec_01139.npy,ldpc,default
fec_01140.npy,ldpc,default
fec_01141.npy,ldpc,default
fec_01142.npy,ldpc,default
fec_01143.npy,ldpc,default
fec_01144.npy,ldpc,default
fec_01145.npy,ldpc,default
fec_01146.npy,ldpc,default
fec_01147.npy,ldpc,default
fec_01148.npy,ldpc,default
fec_01149.npy,ldpc,default
fec_01150.npy,ldpc,default
fec_01151.npy,ldpc,default
fec_01152.npy,ldpc,default
fec_01153.npy,ldpc,default
fec_01154.npy,ldpc,default
fec_01155.npy,ldpc,default
fec_01156.npy,ldpc,default
fec_01157.npy,ldpc,default
fec_01158.npy,ldpc,default
fec_01159.npy,ldpc,default
fec_01160.npy,ldpc,default
fec_01161.npy,ldpc,default
fec_01162.npy,ldpc,default
fec_01163.npy,ldpc,default
fec_01164.npy,ldpc,default
fec_01165.npy,ldpc,default
fec_01166.npy,ldpc,default
fec_01167.npy,ldpc,default
fec_01168.npy,ldpc,default
fec_01169.npy,ldpc,default
fec_01170.npy,ldpc,default
fec_01171.npy,ldpc,default
fec_01172.npy,ldpc,default
fec_01173.npy,ldpc,default
fec_01174.npy,ldpc,default
fec_01175.npy,ldpc,default
fec_01176.npy,ldpc,default
fec_01177.npy,ldpc,default
fec_01178.npy,ldpc,default
fec_01179.npy,ldpc,default
fec_01180.npy,ldpc,default
fec_01181.npy,ldpc,default
fec_01182.npy,ldpc,default
fec_01183.npy,ldpc,default
fec_01184.npy,ldpc,default
fec_01185.npy,ldpc,default
fec_01186.npy,ldpc,default
fec_01187.npy,ldpc,default
fec_01188.npy,ldpc,default
fec_01189.npy,ldpc,default
fec_01190.npy,ldpc,default
fec_01191.npy,ldpc,default
fec_01192.npy,ldpc,default
fec_01193.npy,ldpc,default
fec_01194.npy,ldpc,default
fec_01195.npy,ldpc,default
fec_01196.npy,ldpc,default
fec_01197.npy,ldpc,default
fec_01198.npy,ldpc,default
fec_01199.npy,ldpc,default
fec_01200.npy,ldpc,default
fec_01201.npy,ldpc,default
fec_01202.npy,ldpc,default
fec_01203.npy,ldpc,default
fec_01204.npy,ldpc,default
fec_01205.npy,ldpc,default
fec_01206.npy,ldpc,default
fec_01207.npy,ldpc,default
fec_01208.npy,ldpc,default
fec_01209.npy,ldpc,default
fec_01210.npy,ldpc,default
fec_01211.npy,ldpc,default
fec_01212.npy,ldpc,default
fec_01213.npy,ldpc,default
fec_01214.npy,ldpc,default
fec_01215.npy,ldpc,default
fec_01216.npy,ldpc,default
fec_01217.npy,ldpc,default
fec_01218.npy,ldpc,default
fec_01219.npy,ldpc,default
fec_01220.npy,ldpc,default
fec_01221.npy,ldpc,default
fec_01222.npy,ldpc,default
fec_01223.npy,ldpc,default
fec_01224.npy,ldpc,default
fec_01225.npy,ldpc,default
fec_01226.npy,ldpc,default
fec_01227.npy,ldpc,default
fec_01228.npy,ldpc,default
fec_01229.npy,ldpc,default
fec_01230.npy,ldpc,default
fec_01231.npy,ldpc,default
fec_01232.npy,ldpc,default
fec_01233.npy,ldpc,default
fec_01234.npy,ldpc,default
fec_01235.npy,ldpc,default
fec_01236.npy,ldpc,default
fec_01237.npy,ldpc,default
fec_01238.npy,ldpc,default
fec_01239.npy,ldpc,default
fec_01240.npy,ldpc,default
fec_01241.npy,ldpc,default
fec_01242.npy,ldpc,default
fec_01243.npy,ldpc,default
fec_01244.npy,ldpc,default
fec_01245.npy,ldpc,default
fec_01246.npy,ldpc,default
fec_01247.npy,ldpc,default
fec_01248.npy,ldpc,default
fec_01249.npy,ldpc,default
